Rating,Seating Capacity,Average Meal Price,Marketing Budget,Social Media Followers,Chef Experience Years,Number of Reviews,Avg Review Length,Ambience Score,Service Quality Score,Weekend Reservations,Weekday Reservations,Revenue
4.1,85,45.9,5416,63220,14,158,78.61927297,7.2,9.4,71,3,891726.1
4.1,67,37.37,1238,12549,2,804,134.9089559,3.1,5.2,21,34,560627.81
3.1,88,40.17,6049,66318,9,540,243.2716909,2.5,8.7,79,80,808612.67
3.8,32,29.82,779,13070,13,685,257.75927,8.2,8.8,31,10,234893.18
3.5,72,39.46,4069,46007,12,272,136.3101934,1.4,1.5,34,19,646694.51
5,74,45.26,4240,48828,2,68,101.6799825,9.1,8,64,47,757994.82
3.6,72,27.76,5818,63057,3,598,289.5499653,7.2,7.6,70,51,464554.49
4.8,48,26.34,3024,39000,13,266,240.2689985,2.5,1.4,39,37,300855.92
4.4,34,35.39,1961,27461,1,662,251.764822,4.2,9.5,10,31,278453.48
3.7,83,28.03,6330,68646,4,754,105.6879125,9.5,6.7,10,81,538587.34
4.1,90,65.87,6471,70545,18,646,156.109662,6.6,2.5,76,32,1342487.41
4.7,65,27.97,3564,38283,13,282,67.05218281,6.5,2.1,40,58,426018.16
4.8,70,42.3,7866,88239,6,600,77.34987205,6.9,6.1,3,14,679089.05
3.3,66,31.3,2773,34305,6,459,105.2397609,5.2,1.5,2,43,469961.45
3.7,80,41.62,1733,20535,15,603,125.8086577,2.5,2.5,73,34,755967.99
3.7,58,45.83,3440,38375,18,561,299.2962007,2.4,9.5,4,57,617079.04
3.1,50,48.21,1502,16681,17,239,155.5221413,7.2,7.7,11,23,557553.69
4.2,73,64.33,7010,75771,14,870,224.4689457,9,6.5,33,30,1070290.05
4.7,71,55.97,5515,64681,4,355,276.1117942,3.7,2.9,52,31,894439.59
3.8,78,36.47,4860,49793,1,922,111.5142079,5.5,3,37,32,642370.62
4.5,74,68.4,1930,25040,8,502,86.18054877,9.9,5,3,10,1129980.6
4.3,53,37.41,3283,34814,11,156,110.8145494,3.3,7.8,10,31,459278.88
3.8,74,64.29,4983,50860,13,718,270.6054218,4.5,1,73,46,1076737.75
3.3,47,26.88,1956,26865,17,274,216.4215086,4.3,1.4,6,2,301566.13
4.4,42,39.98,1685,19997,14,435,162.8337808,1.3,8.8,8,7,391783.09
4.7,74,68.51,6504,65635,17,579,255.0706867,5.6,8.3,17,32,1151775.8
4.4,48,58.12,3125,39502,1,109,109.1816107,2.9,7.3,46,38,628820.12
3,72,54.47,2347,26510,8,421,109.7938436,2.2,5.5,26,40,880015.98
3.4,87,39.64,6652,66030,19,191,191.805023,7.4,2.3,27,7,794120.18
3.1,35,33.73,1983,21675,11,167,247.5156893,7.9,1.9,31,25,280721.58
4.1,75,51.64,4675,52673,10,729,114.8896292,9,9.1,73,18,883040.39
4.5,34,57.41,2105,29900,1,241,102.5085846,9.4,4.4,33,8,442863.17
3.2,50,57.53,2077,21107,5,335,168.4936748,8.8,7.3,4,37,650203.08
4.7,77,35.72,8058,82120,16,590,83.5511725,2.1,5.1,19,6,640212.36
4.1,50,69.5,2747,28480,5,718,236.9529369,3,7.6,29,3,780529.5
4.4,50,33.24,4327,43412,16,68,194.3327306,2.1,2.7,32,5,392404.98
4.9,55,25.59,3872,41780,3,651,178.1353023,4.2,5.4,18,33,326535.64
3.2,69,50.73,958,9096,2,671,268.0658534,2.1,4.4,1,60,778159.36
4.8,43,73.98,3790,42241,17,619,233.1404562,6.9,3.2,17,15,730122.07
3.3,60,44.37,1181,17676,1,165,87.31744799,7.5,6.4,13,9,594933.24
3.8,51,27.59,839,14871,16,89,155.1079546,2.4,5.8,4,35,331508.77
4.7,50,71.6,948,16187,2,314,130.3176388,6.6,5.5,17,13,797077.35
4.8,53,54.41,4508,48685,7,170,250.5173595,1.2,6.3,44,6,654543.62
4,42,59.5,3278,41012,11,671,229.759196,4.9,2.3,14,1,571083.1
4.2,56,45.25,3073,38038,6,413,168.002522,3.6,4.3,22,30,574586.4
4.4,35,39.93,3358,34711,2,254,255.9116272,10,3.9,3,28,323531.83
4.7,32,47.29,1246,22007,14,535,152.5167845,9.3,7.9,1,26,359324.5
3.2,58,27.85,2922,34829,4,720,250.8880076,2.3,1.3,23,16,368201.3
4.6,63,26.98,1731,18477,19,895,58.01872373,9.3,3.5,11,15,403654.89
4,69,57.16,2137,22180,2,144,83.65474414,4.8,9.3,28,27,880541.06
3.9,80,64.99,5462,61394,2,448,238.993602,6.2,3.7,5,59,1161892.86
3.8,74,45.24,2080,24723,13,595,78.5973107,5.8,2.4,23,5,757072.31
4,83,30.57,3339,42076,13,803,220.9402601,7.5,7.8,16,5,585681.16
4.9,48,41.53,2096,29656,3,879,230.8934495,4,1.4,31,26,451015.37
4.1,57,61.21,1577,23539,6,379,215.5488393,1.6,4.8,24,52,782236.84
4.9,36,59.3,4776,54940,17,874,254.5580313,4.8,8.7,25,33,506369.6
3.4,76,31.95,4261,46862,1,710,177.9042675,5.9,9.6,70,16,553428.1
4.4,52,65.42,2868,32785,7,664,274.2592657,6,3.2,34,9,766685.27
4.6,32,66.87,3653,36271,7,359,192.3740569,8.1,3.7,1,16,490672.8
4.4,67,46.32,2848,32535,13,266,176.9682422,1.4,6.1,26,61,706863.95
4.2,42,55.37,2111,22408,9,726,177.3468275,9.9,3,7,1,530925.12
4.1,50,39,3264,37129,18,217,278.0205544,9.9,2.4,34,13,460219.45
4.7,74,33.71,6093,61916,1,581,110.9240089,1.9,4.8,17,55,566478.68
4.6,73,34.74,4438,53381,11,158,223.7588606,4.1,1.7,22,20,580389.51
3.2,65,35.54,1287,11877,11,248,110.653947,6.3,9,15,62,530318.83
4.7,44,73.34,3547,42558,10,451,73.04374464,4.4,4,30,35,734021.74
3.8,87,39.31,5867,61275,17,794,288.4359694,5.4,4,60,40,788056.68
3.5,86,68.64,2207,25074,17,221,82.43134489,3.9,8.1,33,44,1326057.24
4.7,83,64.1,3826,38933,12,233,221.5483129,7.4,4.1,0,52,1194380.55
3.9,63,54.35,3315,34988,10,779,156.1396815,4.3,7.8,8,19,775664.3
4.6,68,32.56,3172,31405,12,66,259.2753417,4.9,2.6,67,6,509470.65
3.5,35,38.46,1053,16753,6,603,243.3005458,6.2,5.8,19,21,311957.45
3,42,39.08,1152,19508,6,205,85.94210614,9.7,7.9,16,27,379051.68
4,47,65.87,2396,32459,6,70,166.954186,6.8,5,43,19,699340.8
3.2,64,28.58,2868,35531,8,470,56.88307043,1.9,1.6,9,31,418489.03
4.5,56,59.93,2300,25008,5,200,157.3808785,3.9,7.6,45,18,754607.51
3.6,48,47.06,2431,24054,6,160,225.0539556,4.8,5.4,42,27,514211.06
3.9,46,56.98,2744,34168,2,865,108.0390535,7.7,3.8,39,24,592910.66
3.2,58,29.67,1564,18504,17,364,252.5083516,5,9.9,12,21,406296.65
3.6,40,53.3,1016,13405,8,689,63.29120655,6.9,8.9,37,1,488405.65
4.6,74,34.24,4417,49602,9,929,58.64159054,8.6,1.3,15,69,582683.2
3.3,51,65.77,1831,26211,8,507,56.86313702,1.9,6.3,38,32,756360.08
4.3,44,65.81,884,12406,11,101,120.0067179,7.9,4.2,32,41,658147.59
4.8,61,57.38,3160,40945,10,322,166.7764522,7.7,1.3,26,45,792544.65
4.4,79,63.32,5019,53720,17,855,76.86175307,8.4,1.1,78,53,1137468.74
4.6,59,60.95,3666,45676,13,434,299.1858987,9.6,6.3,15,2,818171.9
3.2,69,38.6,1168,11071,9,636,299.8902704,3.8,3.9,5,63,602336.95
3.5,60,27.26,2036,28584,15,978,179.9505915,4.9,7.3,28,23,387125.86
4.8,59,28.09,4430,53539,13,912,192.0023837,3.4,5.1,39,11,392751.34
4.4,76,34.72,8641,91731,13,861,281.7020949,3.9,7.9,16,68,618966.21
4.3,63,26.95,4077,42095,13,137,242.4481948,4,8.3,39,21,401090.4
4.3,62,40.61,1791,20721,4,69,91.9869196,8.8,6.9,6,19,568128.38
3.8,34,36.18,865,13191,10,480,248.1222288,1.6,4.8,33,32,287865.03
3.1,68,75.84,841,14534,15,630,107.7350833,2.8,9.9,54,67,1163184.12
4.6,39,39.26,2998,37452,10,219,157.5619567,6.5,3.8,35,25,359632.86
4.4,77,59.65,2783,30922,8,715,183.1270614,7.9,5.6,25,15,1030164.55
3.9,87,73.14,4242,47819,10,866,229.2498248,7.3,5.7,25,83,1428421.49
4.8,70,42.39,9398,101939,17,155,87.53757443,1.4,4.9,10,18,690679.57
3.7,74,27.35,3354,36868,5,376,69.0424637,5.1,2.1,24,30,460937.4
3.6,40,33.73,1812,23236,13,268,266.5308325,2.7,4.2,35,2,317588.61
4.7,69,60.64,2217,25353,19,835,256.6981228,9.9,2.9,41,54,953754.99
4.6,80,52.02,9136,91975,12,919,180.8163355,10,9.1,47,10,956046.29
4,65,50.97,2107,26227,12,656,215.590951,1.5,6.9,1,15,748357.32
3.3,39,70.2,2128,25938,2,314,229.8253299,7,3.6,27,38,616558.1
3.4,44,29.87,2421,25193,9,371,169.1328393,8.3,6.1,0,40,310855.27
4.3,36,50.48,4018,44619,2,807,114.3076214,3.9,8.7,5,0,416408.67
3.8,84,69.78,3162,31347,1,365,170.3481018,7.2,9.4,39,31,1304897.83
4.7,65,40.95,1205,21453,14,157,287.6994977,2.7,1.7,35,18,604487.75
4.9,55,74.77,2096,22597,13,854,259.4581284,2.2,8.1,0,25,926605.75
4.6,60,71.96,3304,39219,3,992,166.3868748,9.3,9.7,48,40,973287.83
3.8,46,72.95,2126,23098,5,798,106.3947583,6.8,5.2,14,20,754318.5
4.6,84,61.57,5645,63269,2,558,272.403607,8.4,10,64,10,1161144.85
3.7,45,72.07,2944,34640,18,590,209.5602726,5.8,9.6,18,6,745007.53
3.3,31,36.36,1445,14471,9,624,151.1849891,2.4,6.9,24,5,265691.53
3.1,53,65.3,2419,25056,12,576,77.91438526,4.4,8.6,13,24,784886.5
3.8,48,66,1705,18675,5,287,237.9409093,8.9,3.7,21,31,712589.25
4.8,55,55.37,3814,44610,18,58,129.2430931,1.1,9.3,22,32,701189.13
3.5,87,39.35,6925,76160,2,385,201.5764786,2.9,6.3,61,15,774291.65
3.4,70,26.16,892,16033,10,371,192.404308,3.3,5.6,33,35,420143.33
4.9,80,46.07,3851,38814,10,50,224.9057693,3.4,8.5,10,16,832111.42
3.1,58,53.73,2739,30628,3,170,184.4052769,1.9,9,15,44,700078.43
4.6,32,69.69,3237,40741,14,58,207.6028883,8.6,7.3,14,25,520063.98
3.6,31,43.81,1551,20268,5,362,70.38560469,2.4,1.2,5,22,309472.86
3.1,87,68,1269,15211,13,233,216.3196682,8.5,6.4,8,44,1322720.05
4.8,84,47.82,2048,23977,17,709,98.5477238,4.2,8.4,3,46,911028.75
3.3,87,57.76,5717,60536,6,287,147.9951811,5.1,5.9,44,55,1129895.82
4.1,68,31.78,2115,20407,13,938,178.1336307,5.2,9.4,55,10,501702.31
3.5,64,43.96,2832,29995,12,819,221.7192941,7.4,9.1,39,51,647735.51
3.1,86,59.97,2706,31071,3,818,235.6068358,7.6,5.8,34,29,1150201.64
3.1,47,29.17,2796,35873,16,379,226.2306685,6.8,4.6,22,24,330034.28
3.2,67,45.71,2884,34083,5,520,73.77636475,8,1.5,23,20,689488.51
3.1,60,36.28,1942,25441,2,871,146.7259928,1.1,6.7,53,1,490505.37
4.5,67,50.35,1864,18945,11,68,120.1662681,5.5,3.4,3,66,761588.95
4,72,59.49,7322,81717,4,67,149.6053811,5.7,7,39,4,966149.24
3.7,82,36.08,4510,52505,1,329,211.7182961,3.2,8.2,51,44,668100.49
3.8,83,32.95,3448,40515,13,176,98.23018156,6,4.7,59,65,628917.7
4.9,73,35.31,9796,98363,18,357,175.5248421,5.2,1.1,33,63,609366.88
4.8,87,34.65,7665,83686,16,263,271.2178928,5.2,8.8,30,22,701196.05
4.4,34,51.69,3054,37666,2,325,232.7817144,2.1,5.9,30,13,400220.71
4.8,43,73.97,3297,38756,9,956,231.3412778,4.9,3.8,31,17,722271.35
3.6,81,50.74,5055,54333,12,378,262.1790945,7.9,6.7,35,74,935962.67
3.8,56,71.59,942,10859,5,768,149.8112482,4.7,7.1,21,14,894877.36
4.2,81,62.71,8258,90737,5,749,239.8707084,5.4,2.3,18,68,1145077.6
4.2,37,64.99,3798,37416,13,65,64.67610491,9.7,6.8,34,2,557901.41
4,50,36.01,2644,29931,16,702,64.10674109,8.8,3.6,37,17,425320.59
3.8,70,33.64,793,12690,19,486,132.9496642,9.4,8.2,41,7,547911.92
5,32,62.8,2191,23709,9,55,99.21174153,1.7,9.5,27,5,461293.95
4.6,70,45.54,3505,38037,16,330,179.6346459,6.6,1.9,14,25,727973.61
3.9,52,55.79,1727,20169,19,880,95.8006153,3,9.3,37,31,669639.19
4.5,80,62.02,2397,24916,4,736,293.8934691,4.6,9.1,59,63,1111320.14
3.5,87,47.13,5377,52401,15,64,262.7762828,7.1,4.1,7,76,933293.23
3.2,56,46.31,2782,32389,9,359,295.6334248,6.2,1.3,31,52,591050.02
3.7,78,40.41,5879,63082,16,515,251.9407563,5.6,7,22,73,729425.17
3.8,33,59.77,3081,33823,6,476,287.7774241,8.3,4.1,6,0,451781.06
3,79,47.14,5722,61279,8,530,142.026307,7.1,2.7,21,41,844098.77
4.6,67,40.27,4027,41328,1,689,174.4762695,8.4,2,35,10,608378.76
3.7,65,31.15,3462,38618,14,575,109.9484603,9.4,2.8,38,0,472977.85
4.2,61,63.03,1473,15952,4,810,208.9515159,7.4,3.1,27,0,857596.68
3.1,88,36.88,3844,38488,10,595,247.0575755,4.6,8.2,75,82,741821.92
3.3,52,55.97,2641,31315,16,435,174.6855425,2.9,8.1,2,49,668138.08
4.8,57,58.73,1849,28102,4,581,124.0932097,3.4,5.4,44,4,749686.23
4.2,88,66.65,4613,52191,2,811,176.9180485,4.6,6,37,75,1310394.65
4.9,38,51.65,2840,35571,2,923,65.72380496,7.7,9.3,35,27,451418.15
5,88,30.25,7468,82547,13,321,230.279863,1.4,9.2,20,59,619639.1
3.7,66,55.05,3584,44489,11,244,162.9017429,8.3,8.5,21,36,826319
3.6,62,55.73,1406,17378,10,287,274.5585546,7.8,4.4,22,22,778805.96
4.7,71,33.85,3453,38380,6,975,280.8125773,5.5,4.3,6,4,546620.65
5,33,37.84,2342,23943,7,520,81.37620259,4.6,9,6,22,294079.35
4.3,60,57.45,3862,40401,15,152,299.0277468,2,9.3,20,23,786130.4
4.6,51,31.75,3443,38514,19,868,292.4556286,3.6,8.2,43,16,390215.2
4.6,53,40.99,2856,34970,3,292,206.7828533,2,7.8,13,3,490943.27
3.7,73,33.25,1657,22772,14,264,256.3619181,8.4,6,41,16,558815.1
4.1,69,34.46,3303,40667,2,804,54.60924488,5.6,4,6,29,537327.01
4.7,30,39.58,3266,34672,16,948,292.5963849,3.2,3.2,4,11,288362.9
4.4,60,62.06,3224,38655,17,126,164.0784816,1.2,2.3,36,53,846762.49
3,51,29.06,2174,27011,15,433,277.4250556,5.7,7.6,18,24,352919.21
3.7,48,74.88,2996,38550,13,996,146.2812139,7.8,8,24,16,819447.26
3.3,57,38.25,2103,19470,12,170,247.0441169,7.9,4.2,11,13,500910.75
3.5,89,32.51,2876,34152,7,863,154.4864644,2.9,1.1,8,22,651375.31
4.8,73,72.08,5997,67546,3,601,140.6766537,10,9.4,0,23,1180275.6
3.1,85,65.15,3860,46013,9,590,286.6939507,6.1,4.9,51,16,1240902.95
3.4,44,50.46,2365,24933,3,968,224.7778835,4,9.8,42,16,505789.39
3.6,54,43.07,3390,40128,16,793,260.0202726,4.5,7.1,28,53,543311.89
4.2,74,45.68,2909,37516,3,194,185.8395344,2.1,2.1,14,58,755306.34
4.1,44,52.59,1833,24891,8,810,279.5871863,5.4,3.9,35,14,527598.2
3.4,66,56.13,951,17084,8,142,234.9901142,7.8,6.9,62,18,833708.12
3.3,32,37.69,2456,26320,15,534,68.04191269,4.7,6.8,21,30,292871.71
3.5,87,71.55,5485,55934,5,886,241.717691,8.8,3.1,21,68,1393356.3
4,80,48.03,3150,35233,13,554,54.67761679,5.3,2.6,70,16,870160.83
3.5,75,35.53,4645,54298,15,646,257.2672305,9.1,3.5,60,5,618164.1
4.9,41,59.46,1157,21239,7,371,132.966513,7.3,8.1,5,24,553855.13
3.9,46,50.03,1618,21627,12,807,199.571186,1.5,3.2,12,16,524875.41
3.1,83,42.72,4877,48177,3,968,237.3442546,1.6,7.3,55,32,799348.43
4.5,35,60.77,3216,34512,8,124,209.2412404,8.2,8.8,13,10,490497.36
3.7,79,69.2,3254,33464,10,512,218.0925578,4.2,4.5,65,32,1225869.8
4.3,85,55.84,2650,29244,2,200,273.1664359,2.7,1.1,79,27,1055117.84
3.6,67,61.56,1021,10061,8,184,143.4929958,8.8,2.3,38,40,924024.11
4.1,49,74.54,1771,26673,18,988,186.7862875,9.8,3.8,45,4,834307.35
4.5,75,37.54,2375,24645,12,239,93.73217606,8.3,2.7,32,29,641657.19
4.9,88,69.2,4002,49126,18,83,166.8857705,7.5,3.6,0,45,1368911.7
3.5,32,56.4,1045,13691,19,407,87.50909271,1,5.9,29,25,423812.85
3.7,61,73.98,1005,9506,5,154,208.3963865,2,1.2,10,55,1001998.32
3.9,65,40.36,2186,28064,16,418,131.0628476,7,1.6,13,2,600948.2
4.9,72,49.27,7060,73120,17,612,264.7536201,4.7,8.7,36,11,818375.05
4.8,45,73.02,4601,48239,9,221,135.8944075,1.2,5.7,36,6,744884.39
3.2,53,69.52,2367,31293,10,119,121.7084731,7.7,9.4,52,25,836174.83
3.3,49,60.52,1015,16255,19,769,172.8176991,4.8,1,34,43,679873.41
4,42,54.2,1074,13764,12,488,93.8321767,6.9,1,13,38,520521
3.2,73,25.92,5688,55114,1,371,100.951532,5.2,7.7,21,12,434718.1
3.7,53,30.83,2381,29943,17,657,245.7865189,1.2,5.3,30,13,385802.15
3.3,76,37.36,2451,22830,3,619,174.3063507,6.7,9.2,73,24,642449.76
4.3,70,68.74,1604,17652,7,169,101.585486,8.1,8.1,23,15,1075122.92
4.9,61,72.09,3006,30416,9,732,57.88070181,2.4,5.5,23,27,987098.61
5,51,45.3,2932,36607,5,160,166.6193644,9,5.3,31,39,527825.05
3.8,65,36.53,2546,32160,9,622,235.6575326,2.6,8.3,53,40,544522.84
4.2,56,28.12,1491,18588,19,305,137.797516,4.8,8.2,33,17,375545.58
4.7,48,42.36,1876,19522,11,471,111.9910674,5.7,3.5,9,3,466128.74
3.2,80,46.56,3372,39840,14,205,149.0948901,3.8,7.1,45,39,846552.24
4.4,30,73.09,2969,36217,14,234,289.7823862,5.5,6.8,13,23,509714.89
3.8,58,32.1,1197,17959,8,602,155.7905235,7.5,8.7,22,50,430042.85
3.4,74,45.68,3826,46442,1,762,114.9095219,7.4,8.8,31,54,762857.98
3.8,66,65.02,3669,43584,4,611,192.310635,9.3,3.4,59,32,964970.6
3.2,70,28.12,1942,25858,16,651,252.6859354,8.8,8.9,46,38,463799.58
4.4,46,35.3,1197,16211,1,286,55.58307451,9.9,9.3,11,23,370590.45
3.5,81,52.21,3373,36864,19,907,189.5254216,6.4,2,40,62,963395.31
3.6,82,61.63,1652,22769,3,494,259.0781028,4.6,6.2,33,59,1125425.95
3.2,80,35.3,2193,25297,2,552,103.9059391,3.2,4.9,46,51,633588.45
4.7,82,36.35,5178,56254,17,374,280.4207449,3.2,4.6,19,48,687436.45
4,82,71.43,3853,42609,11,426,194.4239053,2.4,7.3,15,65,1313066.29
4.1,55,40.03,1966,26008,3,898,179.1816094,7.5,2.2,51,40,499699.48
4.1,75,34.97,6450,65253,7,843,290.9153794,6.9,8.4,49,14,605859.01
3.8,89,66.67,6766,66504,10,552,82.4129288,3.6,1.2,8,56,1330710.05
3.4,50,59.23,2516,27930,3,715,235.0352915,9,6.2,43,45,670981.24
4.5,79,30.48,4378,47044,8,924,254.6428227,6,3,49,48,553558.24
3.3,48,40.16,1117,12502,5,506,172.1391293,1.6,7,2,9,435216.28
3.2,52,73.28,959,12117,10,456,51.61891928,1.6,5.7,9,5,852144.91
4.4,76,38.69,8442,83905,12,741,181.0841265,2.3,10,39,63,684392.99
3.4,34,30.49,3365,33663,18,137,88.37798221,2.9,8.8,0,22,258553.97
3.6,37,56.05,3410,39481,6,154,190.6426304,9,4,6,4,474630.7
4,54,49.2,1654,22767,8,634,234.6546546,8,5.8,30,39,605021.35
3.9,81,75.25,2443,26621,18,507,182.7678575,2.8,3.9,12,30,1365379.8
4.4,73,57.53,2746,35639,6,933,207.7005026,3.2,7.6,55,13,942811.1
4.2,48,48.52,2320,31194,9,949,75.98638508,6.7,4.8,21,5,532991.46
4.3,87,73.22,8266,88741,16,306,74.26143171,8.8,2,15,44,1438228.69
4.4,32,63.07,3654,39456,11,183,262.7351893,3.9,6.9,21,31,469494
3.6,76,65.03,2334,23196,2,535,62.3324652,5.7,1.1,5,11,1094530.6
3.6,37,34.27,2301,24645,17,334,121.0749909,9,3.7,0,21,307111.23
3.9,84,70.66,2298,29396,13,797,284.4241448,7.9,9.2,1,77,1333433.64
3.6,70,60.14,2986,33746,7,436,164.7167784,9,1.8,69,34,947578.92
5,86,45.21,3615,41105,10,945,218.634645,3.5,5.5,65,78,881817.92
4.6,88,73.46,6126,69861,13,670,105.4225921,7.2,8.2,36,12,1453969.25
3.3,53,64.15,701,5947,10,393,117.6282201,2,9.1,9,39,765353.1
3,85,31.46,4629,44442,4,475,177.2501369,6.5,6,16,20,607126.06
3.1,62,53.71,1843,22439,11,186,209.5250121,3.7,2.4,16,57,751503.66
3.5,81,49.76,1675,17988,9,898,290.1152803,7.3,9.5,5,66,908833.5
3.2,33,35.26,3153,29868,16,796,193.6049926,2.3,7.7,0,7,283885.74
4.1,41,65.66,2071,26049,17,620,73.99227449,7,4.6,19,13,620111.21
4.7,86,37.46,8962,90045,5,343,141.7298306,7.4,3.5,17,62,737562.23
4.5,78,59.09,3151,36710,5,91,111.0418968,8.7,1.4,8,9,1027173.91
3.4,81,64.55,6407,64835,6,809,113.6003051,7.2,2.7,31,71,1177056.8
3.8,44,53.08,2361,22428,2,99,176.3468624,5.7,8,16,3,526198.3
4,89,30.24,2015,28778,14,831,129.1666058,8.1,2,18,54,616758.52
4.6,31,42.56,3557,37131,11,943,122.3272208,3.6,2.2,22,18,313620.29
4.7,58,47.12,1305,14601,19,917,292.0047402,7.1,2.8,48,8,629628.51
4.8,43,49.65,1524,22152,11,222,195.9896565,7.5,4.6,12,0,489037.45
4,33,41.87,3598,40501,6,338,115.4447073,4.5,2.7,0,22,321213.68
4.4,53,74.6,3574,44194,13,965,118.9673564,9.9,9.1,44,12,902060.5
3.2,35,60.02,1672,15020,19,211,252.7570283,4.2,3.3,9,28,488705.04
4.1,74,73.89,5519,63074,3,628,271.6189563,1.8,9.3,25,52,1224389.07
3.5,86,38.61,6768,73018,16,389,219.7578013,3.7,9.9,47,43,768036.54
3.9,42,29.56,2785,33885,9,372,157.8617061,1.9,7.8,32,29,294161.79
4.3,89,30.51,1960,24929,3,375,241.1435027,4.1,1.1,39,38,607556.13
3.5,46,32.71,2881,29819,19,782,284.3454728,2.2,3.2,7,22,359545.58
3.1,88,35.34,5399,54045,15,216,91.55014184,5,3.4,54,20,714120.39
3,70,54.8,5609,63936,13,732,265.4264121,8,5.9,19,12,874807.1
3,50,73.47,2683,31908,17,784,262.2056546,1.6,2.4,1,25,832594.62
3,86,57.74,2390,29443,8,216,141.6254906,6.1,1.7,38,46,1109714.47
3.2,32,35.79,2845,31430,14,418,122.9465273,1.4,2.6,7,25,274636.6
3.5,83,66.97,2997,38350,9,134,191.3275365,9,3.9,71,3,1244400.47
3.4,81,35.05,4271,42020,3,164,118.0734447,9.3,1.4,60,70,643493.95
5,64,28.57,1804,24203,9,861,86.34432632,5.4,2.8,51,5,420775.19
3.6,55,63.39,773,14323,12,946,288.2697264,7.9,2.5,0,5,784817.15
3.3,49,35.02,2630,31315,15,914,172.8414475,6.3,8,27,42,407704.75
4.1,51,38.1,1401,19252,17,99,168.0640209,4.1,2.5,29,38,451653.7
4.7,33,31.71,4382,50125,9,507,81.52578621,3.2,8.1,12,30,255243.24
4.4,62,37.96,2886,29441,8,937,176.0382163,7.8,5.6,40,8,539618.01
3.6,82,46.1,5247,58601,6,421,235.7082538,4.9,7.8,48,1,854115.25
4.1,46,44.52,1258,12284,9,879,112.0115759,9.3,5.1,20,20,470734.48
4.4,35,68.26,2138,26629,15,267,142.2221643,9.8,9.1,20,6,554510.11
4.5,80,42.64,7305,74920,18,308,94.72882215,2.9,3.5,39,0,785235.26
4.3,48,74.02,1938,18882,11,697,138.7689283,6,7.9,10,6,802477.66
4.7,45,74.92,4595,45892,14,865,265.3203875,5.8,2.5,26,8,769950.98
4.7,57,46.17,1781,27231,13,419,109.2650177,8.8,8.9,4,24,604353.92
4.2,30,64.82,1656,21991,13,145,57.3853995,7.2,1.3,12,15,448741.09
3.9,79,47.17,2064,23280,13,730,184.0557973,6.5,5.1,75,54,846693.1
4.3,51,38.11,2872,30741,16,981,194.8730637,7.1,4.8,39,12,457351.25
4.6,68,38.02,4113,46756,12,524,132.2276811,4.5,6.6,32,59,596758.96
3,83,35.09,2423,31081,18,874,210.3921856,9.6,5,57,69,674488.82
5,72,67.43,6133,70234,12,274,59.47550678,1.5,6.3,66,57,1100689.33
3.4,58,30.41,1533,23096,5,390,135.1434395,1.3,8.8,47,48,403441.07
3.9,37,29.62,3852,42639,17,907,86.1429676,4.7,2.3,22,29,271745.43
4.7,60,75.1,3022,38358,1,936,107.4515223,2.4,3.2,30,21,1002767
3.5,84,48.96,3749,36720,13,895,145.6335937,5.9,8.2,5,3,930359.34
4,55,65.31,882,9380,10,476,173.3526457,1.1,3.1,10,28,803984.73
3.3,71,50.05,1415,21626,3,533,73.29986865,5.1,9.2,36,65,797702.3
3.8,50,75.61,1333,20817,6,333,75.32979549,3.7,5.9,38,29,847501.72
3.4,32,73.11,2521,29018,16,397,218.5112144,2.8,1.7,14,23,539336.35
3.7,67,64.12,1010,15358,1,390,151.0331007,5,1.2,36,24,951842.86
3.7,63,36.15,2368,24955,19,929,94.13048829,8.7,7.9,38,0,534093
5,86,41.45,8971,97218,8,748,108.72927,6.9,8.7,5,75,819598.7
5,71,56.57,8565,86732,9,423,230.014062,2.4,3.2,17,15,911247.27
3.2,88,38.27,5416,55113,7,462,62.93971326,5.5,3.2,64,54,765208.95
4.5,58,31.86,2547,27928,11,855,177.1857793,9.4,9.6,17,26,433482.6
3.1,37,42.99,2920,36035,8,467,140.0803101,5,6.9,10,28,371047.34
3.1,79,35.43,4850,53433,11,882,252.7867863,5.2,2.5,5,67,642086.04
3.2,78,40.84,5522,57734,14,965,247.5267549,9.5,5,68,59,737165.26
4.9,57,31.22,1060,15590,14,331,222.300408,2.2,9.2,23,37,414323.96
4.9,76,35.87,9506,97110,4,292,146.1959346,7.6,6.6,65,57,632194.92
3.4,35,35.51,1571,20213,9,588,207.8090674,3.7,4.7,34,31,292235.45
3.3,31,32.85,3212,31303,8,712,209.9621866,8.8,2.4,1,24,245247.05
3.5,78,55.59,5593,57107,15,248,133.0499679,1.5,7.5,1,47,983497.55
4,78,53.36,6086,65098,6,839,269.9937203,9.9,3.5,11,40,940978.78
4.1,68,61.34,3558,38655,16,480,296.2143829,7.9,6.1,1,67,948876.15
3.4,38,54.17,1806,16466,16,534,128.6099929,3.6,6.4,34,33,480032.43
4.5,31,57.4,4225,49395,14,276,250.3068253,7.8,6,28,1,421612.45
3.6,88,39.17,5920,67537,15,245,175.2270666,9.3,3.2,4,1,789076.94
4.8,65,46.04,4734,52540,12,782,165.9130992,2,7.4,58,0,686041.72
4.3,43,49.44,3824,39629,18,918,146.6407262,9.2,6.1,32,22,503449.69
